condition,leader,repetition,player,ioi0,ioi1,ioi2,ioi3,ioi4,ioi5,ioi6,ioi7,ioi8,ioi9,ioi10,ioi11,ioi12,ioi13,ioi14,ioi15,ioi16,ioi17,ioi18,ioi19,ioi20,ioi21,ioi22,ioi23,ioi24,ioi25,ioi26,ioi27,ioi28,ioi29,ioi30,ioi31,ioi32,ioi33,ioi34,ioi35,ioi36,ioi37,ioi38,ioi39,ioi40,ioi41,ioi42,ioi43,ioi44,ioi45
NR,VN1,9,VN1,199.9999999999993,210.00000000000085,219.99999999999886,210.00000000000085,230.00000000000043,209.9999999999991,220.00000000000063,240.00000000000023,209.9999999999991,220.00000000000063,189.9999999999995,250.0,240.00000000000023,197.00699999999927,232.99300000000045,199.9999999999993,220.00000000000063,189.9999999999995,259.9999999999998,210.00000000000085,179.99999999999972,240.000000000002,209.9999999999973,230.00000000000043,230.00000000000043,199.9999999999993,199.9999999999993,230.00000000000043,220.00000000000242,239.99999999999844,199.9999999999993,220.00000000000242,229.99999999999687,210.00000000000085,190.00000000000128,239.99999999999844,190.00000000000128,250.0,199.9999999999993,210.00000000000085,230.00000000000043,230.00000000000043,259.999999999998,199.9999999999993,240.000000000002,207.8230000000012
NR,VN1,9,VN2,220.00000000000063,220.00000000000063,209.9999999999991,200.00000000000108,219.99999999999886,230.00000000000043,220.00000000000063,209.9999999999991,230.00000000000043,230.00000000000043,219.99999999999886,210.00000000000085,230.00000000000043,219.99999999999886,230.00000000000043,230.00000000000043,209.9999999999991,210.00000000000085,219.99999999999886,200.00000000000108,220.00000000000063,219.99999999999886,190.00000000000128,230.00000000000043,189.99999999999773,260.0000000000016,210.00000000000085,219.99999999999886,230.00000000000043,230.00000000000043,199.9999999999993,219.99999999999886,250.0,230.00000000000043,170.0000000000017,209.9999999999973,230.00000000000043,220.00000000000242,199.9999999999993,230.00000000000043,209.9999999999973,210.00000000000085,230.00000000000043,210.00000000000085,230.00000000000043,218.7979999999996
NR,VN1,9,VA,210.00000000000085,219.99999999999886,210.00000000000085,230.00000000000043,219.99999999999886,210.00000000000085,209.9999999999991,240.00000000000023,210.00000000000085,209.9999999999991,220.00000000000063,240.00000000000023,220.00000000000063,239.99999999999844,220.00000000000063,199.9999999999993,230.00000000000043,160.00000000000014,279.9999999999994,203.12900000000056,206.87099999999958,210.00000000000085,179.99999999999972,260.0000000000016,219.99999999999886,219.99999999999886,220.00000000000242,219.99999999999886,230.00000000000043,199.9999999999993,219.99999999999886,220.00000000000242,229.99999999999687,230.00000000000043,190.00000000000128,219.99999999999886,220.00000000000242,160.00000000000014,269.99999999999955,199.9999999999993,210.00000000000085,199.9999999999993,269.99999999999955,210.00000000000085,239.99999999999844,210.00000000000085
NR,VN1,9,VC,240.00000000000023,220.00000000000063,179.99999999999972,250.0,189.9999999999995,260.0000000000016,189.9999999999995,189.9999999999995,250.0,230.00000000000043,179.99999999999972,240.00000000000023,230.00000000000043,219.99999999999886,220.00000000000063,240.00000000000023,230.00000000000043,209.9999999999991,210.00000000000085,209.9999999999991,189.9999999999995,210.00000000000085,219.99999999999886,199.9999999999993,240.000000000002,219.99999999999886,210.00000000000085,210.00000000000085,199.9999999999993,242.58499999999827,227.4150000000006,220.00000000000242,229.99999999999687,220.00000000000242,219.99999999999886,219.99999999999886,220.00000000000242,210.00000000000085,179.99999999999972,219.99999999999886,201.01999999999975,248.97999999999954,210.00000000000085,239.99999999999844,230.00000000000043,202.9929999999993
NR,VN1,10,VN1,224.96600000000024,259.9999999999998,150.00000000000034,200.00000000000108,259.9999999999998,189.9999999999995,230.00000000000043,219.99999999999886,190.00000000000128,240.00000000000023,189.9999999999995,230.00000000000043,240.00000000000023,219.99999999999886,230.00000000000043,179.99999999999972,230.00000000000043,179.99999999999972,210.00000000000085,259.9999999999998,189.9999999999995,219.99999999999886,220.00000000000242,209.9999999999973,220.00000000000242,209.9999999999973,200.00000000000284,230.00000000000043,189.99999999999773,190.00000000000128,239.99999999999844,230.00000000000043,219.99999999999886,210.00000000000085,199.9999999999993,220.00000000000242,179.99999999999972,259.999999999998,190.00000000000128,219.99999999999886,230.00000000000043,179.99999999999972,256.73500000000263,173.26499999999712,269.99999999999955,220.00000000000242
NR,VN1,10,VN2,230.00000000000043,220.00000000000063,209.9999999999991,220.00000000000063,230.00000000000043,209.9999999999991,220.00000000000063,209.9999999999991,230.00000000000043,220.00000000000063,219.99999999999886,200.00000000000108,220.00000000000063,209.9999999999991,220.00000000000063,209.9999999999991,220.00000000000063,230.00000000000043,209.9999999999991,210.00000000000085,219.99999999999886,209.9999999999991,210.00000000000085,219.99999999999886,210.00000000000085,230.00000000000043,199.9999999999993,210.00000000000085,219.99999999999886,200.00000000000284,219.99999999999886,199.9999999999993,219.99999999999886,210.00000000000085,210.00000000000085,230.00000000000043,210.00000000000085,219.99999999999886,199.9999999999993,219.99999999999886,220.00000000000242,210.00000000000085,219.99999999999886,210.00000000000085,239.99999999999844,210.00000000000085
NR,VN1,10,VA,219.99999999999886,210.00000000000085,209.9999999999991,230.00000000000043,220.00000000000063,209.9999999999991,220.00000000000063,219.99999999999886,210.00000000000085,209.9999999999991,200.00000000000108,199.9999999999993,259.9999999999998,210.00000000000085,189.9999999999995,259.9999999999998,210.00000000000085,169.99999999999994,209.9999999999991,260.0000000000016,209.9999999999991,200.00000000000108,219.99999999999886,210.00000000000085,219.99999999999886,210.00000000000085,219.99999999999886,230.00000000000043,170.0000000000017,239.99999999999844,219.99999999999886,190.00000000000128,219.99999999999886,220.00000000000242,209.9999999999973,220.00000000000242,160.00000000000014,209.9999999999973,250.0,210.00000000000085,230.00000000000043,210.00000000000085,239.99999999999844,199.9999999999993,230.00000000000043,200.00000000000284
NR,VN1,10,VC,230.00000000000043,240.00000000000023,210.00000000000085,209.9999999999991,230.00000000000043,220.00000000000063,209.9999999999991,199.9999999999993,210.00000000000085,250.0,209.9999999999991,210.00000000000085,210.00000000000085,219.99999999999886,210.00000000000085,209.9999999999991,220.00000000000063,219.99999999999886,170.0000000000017,259.9999999999998,219.99999999999886,200.00000000000108,210.00000000000085,199.9999999999993,239.99999999999844,220.00000000000242,209.9999999999973,230.00000000000043,170.0000000000017,219.99999999999886,239.99999999999844,200.00000000000284,219.99999999999886,210.00000000000085,179.99999999999972,239.99999999999844,210.00000000000085,210.00000000000085,179.99999999999972,219.99999999999886,230.00000000000043,219.99999999999886,210.00000000000085,179.99999999999972,260.0000000000016,250.0
NR,VN1,11,VN1,229.99999999999864,220.00000000000063,230.00000000000043,219.99999999999886,220.00000000000063,210.00000000000085,199.9999999999993,230.00000000000043,240.00000000000023,169.99999999999994,250.0,209.9999999999991,179.99999999999972,231.0200000000009,258.97999999999934,211.22399999999965,218.77600000000007,190.00000000000128,219.99999999999886,200.00000000000108,229.99999999999864,199.9999999999993,210.00000000000085,250.0,220.00000000000242,199.9999999999993,179.99999999999972,239.99999999999844,210.20400000000095,199.7959999999992,250.0,210.00000000000085,210.00000000000085,230.00000000000043,169.99999999999815,250.0,179.99999999999972,240.000000000002,209.9999999999973,200.00000000000284,239.99999999999844,210.00000000000085,243.46900000000105,196.53099999999668,240.000000000002,210.00000000000085
NR,VN1,11,VN2,229.99999999999864,210.00000000000085,220.00000000000063,229.99999999999864,220.00000000000063,250.0,199.9999999999993,200.00000000000108,219.99999999999886,169.99999999999994,220.00000000000063,269.99999999999955,210.00000000000085,230.00000000000043,209.9999999999991,210.00000000000085,229.99999999999864,210.00000000000085,199.9999999999993,210.00000000000085,219.99999999999886,210.00000000000085,219.99999999999886,200.00000000000284,169.99999999999815,269.99999999999955,219.99999999999886,220.00000000000242,210.00000000000085,229.99999999999687,210.00000000000085,220.00000000000242,199.9999999999993,219.99999999999886,199.9999999999993,210.00000000000085,230.00000000000043,219.99999999999886,220.00000000000242,219.99999999999886,189.99999999999773,220.00000000000242,230.00000000000043,219.99999999999886,230.00000000000043,190.4079999999979
NR,VN1,11,VA,220.00000000000063,199.9999999999993,220.00000000000063,229.99999999999864,220.00000000000063,220.00000000000063,219.99999999999886,230.00000000000043,210.00000000000085,199.9999999999993,230.00000000000043,169.99999999999994,259.9999999999998,230.00000000000043,209.9999999999991,193.65100000000092,236.3489999999988,179.99999999999972,240.00000000000023,230.00000000000043,199.9999999999993,220.00000000000242,209.9999999999973,220.00000000000242,199.9999999999993,210.00000000000085,229.99999999999687,220.00000000000242,210.00000000000085,199.9999999999993,219.99999999999886,219.99999999999886,210.00000000000085,219.99999999999886,220.00000000000242,210.00000000000085,160.00000000000014,219.99999999999886,259.999999999998,210.00000000000085,210.00000000000085,230.00000000000043,219.99999999999886,219.99999999999886,230.00000000000043,220.00000000000242
NR,VN1,11,VC,209.9999999999991,230.00000000000043,240.00000000000023,209.9999999999991,210.00000000000085,240.00000000000023,199.9999999999993,190.00000000000128,269.99999999999955,209.9999999999991,169.99999999999994,220.00000000000063,250.0,220.00000000000063,209.9999999999991,240.0909999999996,199.90899999999988,220.00000000000063,179.99999999999972,250.0,220.00000000000063,160.00000000000014,230.00000000000043,189.99999999999773,260.0000000000016,219.99999999999886,210.00000000000085,170.0000000000017,239.99999999999844,230.00000000000043,199.9999999999993,219.99999999999886,230.00000000000043,199.9999999999993,230.00000000000043,220.00000000000242,219.99999999999886,210.00000000000085,230.00000000000043,169.99999999999815,240.000000000002,219.99999999999886,199.9999999999993,230.00000000000043,230.00000000000043,230.00000000000043
NR,VN1,12,VN1,219.99999999999886,200.00000000000108,219.99999999999886,250.0,210.00000000000085,209.9999999999991,220.00000000000063,220.00000000000063,219.99999999999886,180.00000000000148,250.0,219.99999999999886,189.9999999999995,240.00000000000023,230.00000000000043,210.00000000000085,199.9999999999993,189.9999999999995,210.00000000000085,250.0,219.99999999999886,200.00000000000108,179.99999999999972,230.00000000000043,230.00000000000043,199.9999999999993,219.99999999999886,220.00000000000242,219.99999999999886,219.99999999999886,199.9999999999993,220.00000000000242,230.00000000000043,199.9999999999993,179.99999999999972,230.00000000000043,199.9999999999993,230.00000000000043,199.9999999999993,230.00000000000043,199.9999999999993,230.00000000000043,251.7460000000007,198.2539999999986,240.000000000002,199.9999999999993
NR,VN1,12,VN2,209.9999999999991,210.00000000000085,220.00000000000063,209.9999999999991,250.0,200.00000000000108,209.9999999999991,210.00000000000085,239.99999999999844,170.0000000000017,189.9999999999995,269.99999999999955,220.00000000000063,240.00000000000023,189.9999999999995,209.9999999999991,220.00000000000063,230.00000000000043,189.9999999999995,220.00000000000063,209.9999999999991,209.9999999999991,200.00000000000284,219.99999999999886,190.00000000000128,250.0,219.99999999999886,219.99999999999886,219.99999999999886,220.00000000000242,189.99999999999773,210.00000000000085,230.00000000000043,219.99999999999886,200.00000000000284,209.9999999999973,220.00000000000242,219.99999999999886,210.00000000000085,199.9999999999993,219.99999999999886,210.00000000000085,186.44000000000105,263.55999999999824,250.0,199.9999999999993
NR,VN1,12,VA,239.99999999999844,200.00000000000108,220.00000000000063,239.99999999999844,200.00000000000108,230.00000000000043,199.9999999999993,250.0,189.9999999999995,190.00000000000128,229.99999999999864,179.99999999999972,260.0000000000016,219.99999999999886,230.00000000000043,160.00000000000014,250.0,160.00000000000014,269.99999999999955,210.00000000000085,209.9999999999991,219.99999999999886,210.00000000000085,210.00000000000085,210.00000000000085,209.9999999999973,160.00000000000014,280.00000000000114,230.00000000000043,210.00000000000085,230.00000000000043,199.9999999999993,219.99999999999886,199.9999999999993,220.00000000000242,209.9999999999973,210.00000000000085,230.00000000000043,190.00000000000128,199.9999999999993,219.99999999999886,170.0000000000017,269.99999999999955,230.00000000000043,219.99999999999886,219.99999999999886
NR,VN1,12,VC,239.99999999999844,220.00000000000063,220.00000000000063,209.9999999999991,230.00000000000043,169.99999999999994,240.00000000000023,199.9999999999993,240.00000000000023,220.00000000000063,179.99999999999972,250.0,220.00000000000063,233.15199999999868,206.8480000000008,220.00000000000063,229.99999999999864,210.00000000000085,169.99999999999994,250.0,179.99999999999972,219.99999999999886,230.00000000000043,230.00000000000043,190.00000000000128,179.99999999999972,239.99999999999844,179.99999999999972,230.00000000000043,210.00000000000085,239.99999999999844,230.00000000000043,230.00000000000043,210.00000000000085,169.99999999999815,250.0,200.00000000000284,219.99999999999886,179.99999999999972,219.99999999999886,250.0,210.00000000000085,219.99999999999886,200.00000000000284,219.99999999999886,250.0
SP,VN1,1,VN1,239.99999999999844,180.00000000000148,239.99999999999844,250.0,210.00000000000085,230.00000000000043,240.00000000000023,199.9999999999993,199.9999999999993,220.00000000000063,169.99999999999994,269.99999999999955,210.00000000000085,220.00000000000063,210.00000000000085,199.9999999999993,209.9999999999973,170.0000000000017,239.99999999999844,210.00000000000085,190.00000000000128,199.9999999999993,199.9999999999993,199.9999999999993,210.00000000000085,170.0000000000017,189.99999999999773,190.00000000000128,165.16999999999982,194.82999999999961,190.00000000000128,210.00000000000085,179.99999999999972,189.99999999999773,190.00000000000128,179.99999999999972,179.99999999999972,120.000000000001,210.00000000000085,179.99999999999972,189.99999999999773,179.99999999999972,221.22400000000297,168.7759999999976,190.00000000000128,169.99999999999815
SP,VN1,1,VN2,230.00000000000043,230.00000000000043,229.99999999999864,210.00000000000085,240.00000000000023,209.9999999999991,220.00000000000063,209.9999999999991,230.00000000000043,210.00000000000085,219.99999999999886,220.00000000000063,220.00000000000063,209.9999999999991,219.99999999999886,200.00000000000284,209.9999999999973,210.00000000000085,190.00000000000128,230.00000000000043,219.99999999999886,199.9999999999993,160.00000000000014,219.99999999999886,180.00000000000327,199.9999999999993,189.99999999999773,190.00000000000128,179.99999999999972,199.9999999999993,190.00000000000128,179.99999999999972,179.99999999999972,179.99999999999972,179.99999999999972,190.00000000000128,179.99999999999972,179.99999999999972,170.0000000000017,189.99999999999773,179.99999999999972,140.00000000000057,210.00000000000085,179.99999999999972,190.00000000000128,169.99999999999815
SP,VN1,1,VA,220.00000000000063,210.00000000000085,222.33599999999853,247.66400000000033,220.00000000000063,259.9999999999998,179.99999999999972,189.9999999999995,250.0,210.00000000000085,199.9999999999993,210.00000000000085,240.00000000000023,210.00000000000085,209.9999999999973,210.00000000000085,230.00000000000043,190.00000000000128,199.9999999999993,199.9999999999993,179.99999999999972,230.00000000000043,170.0000000000017,229.99999999999687,190.00000000000128,190.00000000000128,149.99999999999858,230.00000000000043,190.00000000000128,179.99999999999972,199.9999999999993,179.99999999999972,179.99999999999972,190.00000000000128,169.99999999999815,179.99999999999972,179.99999999999972,160.00000000000014,210.00000000000085,170.0000000000017,179.99999999999972,179.99999999999972,120.000000000001,219.99999999999886,199.9999999999993,199.9999999999993
SP,VN1,1,VC,220.00000000000063,240.00000000000023,199.9999999999993,269.99999999999955,200.00000000000108,240.00000000000023,219.99999999999886,200.00000000000108,250.0,219.99999999999886,169.99999999999994,220.00000000000063,240.00000000000023,239.99999999999844,200.00000000000284,205.487999999999,204.51199999999758,210.00000000000085,170.0000000000017,230.00000000000043,219.99999999999886,149.99999999999858,230.00000000000043,160.00000000000014,178.59400000000036,251.40599999999935,179.99999999999972,190.00000000000128,170.0000000000017,199.9999999999993,199.9999999999993,190.00000000000128,199.9999999999993,169.99999999999815,190.00000000000128,179.99999999999972,160.00000000000014,169.99999999999815,190.00000000000128,129.999999999999,210.00000000000085,179.99999999999972,199.9999999999993,130.00000000000256,219.99999999999886,190.00000000000128
SP,VN1,2,VN1,209.9999999999991,180.00000000000148,209.9999999999991,210.00000000000085,189.9999999999995,150.00000000000034,240.00000000000023,179.99999999999972,189.9999999999995,140.00000000000057,240.00000000000023,179.99999999999972,149.99999999999858,220.00000000000063,179.99999999999972,169.99999999999994,169.99999999999994,160.00000000000014,169.99999999999994,190.00000000000128,199.9999999999993,149.99999999999858,179.99999999999972,170.0000000000017,190.00000000000128,160.00000000000014,169.99999999999815,160.00000000000014,199.9999999999993,130.00000000000256,179.99999999999972,179.99999999999972,149.99999999999858,170.0000000000017,139.99999999999702,200.00000000000284,160.00000000000014,160.00000000000014,160.00000000000014,160.00000000000014,149.99999999999858,179.99999999999972,186.16799999999856,163.83200000000286,149.99999999999858,170.0000000000017
SP,VN1,2,VN2,200.00000000000108,209.9999999999991,179.99999999999972,179.99999999999972,200.00000000000108,199.9999999999993,200.00000000000108,179.99999999999972,199.9999999999993,200.00000000000108,160.00000000000014,189.9999999999995,189.9999999999995,189.9999999999995,160.00000000000014,179.99999999999972,190.00000000000128,189.9999999999995,160.00000000000014,179.99999999999972,170.0000000000017,169.99999999999815,160.00000000000014,149.99999999999858,140.00000000000057,230.00000000000043,170.0000000000017,169.99999999999815,160.00000000000014,190.00000000000128,169.99999999999815,170.0000000000017,149.99999999999858,160.00000000000014,170.0000000000017,169.99999999999815,160.00000000000014,160.00000000000014,129.999999999999,200.00000000000284,160.00000000000014,149.99999999999858,170.0000000000017,159.9999999999966,160.00000000000014,170.0000000000017
SP,VN1,2,VA,179.99999999999972,200.00000000000108,189.9999999999995,199.9999999999993,230.00000000000043,136.825,213.17499999999967,190.00000000000128,189.9999999999995,169.99999999999994,210.00000000000085,199.9999999999993,169.99999999999994,189.9999999999995,179.99999999999972,169.99999999999994,190.00000000000128,160.00000000000014,169.99999999999994,149.99999999999858,190.00000000000128,160.00000000000014,179.99999999999972,179.99999999999972,179.99999999999972,142.85699999999935,197.1430000000005,160.00000000000014,170.0000000000017,160.00000000000014,189.99999999999773,160.00000000000014,170.0000000000017,169.99999999999815,160.00000000000014,160.00000000000014,129.999999999999,170.0000000000017,179.99999999999972,149.99999999999858,170.0000000000017,169.99999999999815,130.00000000000256,179.99999999999972,219.99999999999886,129.999999999999
SP,VN1,2,VC,200.00000000000108,209.9999999999991,160.00000000000014,240.00000000000023,187.30200000000076,167.6190000000002,175.07899999999842,200.00000000000108,209.9999999999991,190.00000000000128,169.99999999999994,169.99999999999994,209.9999999999991,165.7139999999995,214.2860000000013,150.00000000000034,199.9999999999993,169.99999999999994,140.00000000000057,209.9999999999991,169.99999999999994,160.00000000000014,160.00000000000014,179.99999999999972,170.0000000000017,160.00000000000014,160.00000000000014,160.00000000000014,189.99999999999773,190.00000000000128,149.99999999999858,170.0000000000017,169.99999999999815,160.00000000000014,129.999999999999,200.00000000000284,149.99999999999858,159.3650000000011,170.63500000000076,169.99999999999815,149.99999999999858,160.00000000000014,150.00000000000213,199.9999999999993,140.00000000000057,160.00000000000014
SP,VN1,3,VN1,280.00000000000114,199.9999999999993,292.0410000000011,210.61199999999934,267.3469999999991,240.00000000000023,230.00000000000043,259.9999999999998,240.00000000000023,199.9999999999993,289.99999999999915,240.000000000002,190.00000000000128,289.99999999999915,239.99999999999844,220.00000000000242,219.99999999999886,239.99999999999844,260.0000000000016,250.0,199.9999999999993,219.99999999999886,219.8410000000024,210.4309999999998,269.72800000000063,229.99999999999687,160.00000000000014,260.0000000000016,199.9999999999993,179.99999999999972,230.00000000000043,209.59200000000067,230.4080000000006,169.99999999999815,200.00000000000284,189.99999999999773,140.00000000000057,190.00000000000128,209.9999999999973,190.00000000000128,170.0000000000017,189.99999999999773,199.04800000000122,160.9519999999982,179.99999999999972,180.00000000000327
SP,VN1,3,VN2,269.99999999999955,219.99999999999886,240.00000000000023,230.00000000000043,269.99999999999955,230.00000000000043,259.9999999999998,220.00000000000063,259.9999999999998,240.00000000000023,219.99999999999886,240.000000000002,259.999999999998,230.00000000000043,250.0,210.00000000000085,239.99999999999844,250.0,220.00000000000242,219.99999999999886,250.0,239.99999999999844,200.00000000000284,239.99999999999844,190.00000000000128,289.99999999999915,219.99999999999886,230.00000000000043,230.00000000000043,210.00000000000085,199.9999999999993,199.9999999999993,199.9999999999993,200.00000000000284,189.99999999999773,199.9999999999993,160.00000000000014,190.00000000000128,129.999999999999,220.00000000000242,179.99999999999972,169.99999999999815,170.0000000000017,199.9999999999993,179.99999999999972,179.99999999999972
SP,VN1,3,VA,229.99999999999864,226.1900000000008,283.80999999999904,230.00000000000043,240.00000000000023,259.9999999999998,269.99999999999955,250.0,210.00000000000085,220.00000000000063,250.0,250.0,230.00000000000043,259.999999999998,230.00000000000043,240.000000000002,239.99999999999844,239.99999999999844,200.00000000000284,239.99999999999844,230.00000000000043,250.0,230.00000000000043,199.9999999999993,221.74599999999955,218.25400000000172,239.99999999999844,240.000000000002,219.99999999999886,219.99999999999886,210.00000000000085,190.00000000000128,179.99999999999972,209.9999999999973,170.0000000000017,210.00000000000085,189.99999999999773,130.00000000000256,230.00000000000043,169.99999999999815,179.99999999999972,170.0000000000017,179.99999999999972,179.99999999999972,140.00000000000057,209.9999999999973
SP,VN1,3,VC,240.00000000000023,240.00000000000023,220.00000000000063,289.99999999999915,235.03400000000062,214.96600000000043,289.99999999999915,199.9999999999993,290.0000000000009,240.00000000000023,250.0,230.00000000000043,239.99999999999844,250.0,220.00000000000242,229.99999999999687,250.0,230.00000000000043,250.0,230.00000000000043,190.00000000000128,269.99999999999955,199.9999999999993,199.9999999999993,269.99999999999955,170.0000000000017,269.99999999999955,219.99999999999886,240.000000000002,199.9999999999993,219.99999999999886,210.00000000000085,210.00000000000085,190.00000000000128,160.00000000000014,209.9999999999973,190.00000000000128,190.00000000000128,179.99999999999972,169.99999999999815,179.99999999999972,160.00000000000014,179.99999999999972,179.99999999999972,190.00000000000128,190.00000000000128
SP,VN1,4,VN1,190.00000000000128,169.99999999999994,229.99999999999864,190.00000000000128,209.9999999999991,179.99999999999972,180.00000000000148,189.9999999999995,189.9999999999995,179.99999999999972,190.00000000000128,199.9999999999993,179.99999999999972,200.00000000000108,159.99999999999835,160.00000000000014,169.99999999999994,169.99999999999994,190.00000000000128,169.99999999999994,179.99999999999972,140.00000000000057,160.00000000000014,179.99999999999972,179.99999999999972,149.99999999999858,150.00000000000213,169.99999999999815,140.00000000000057,149.99999999999858,170.0000000000017,190.00000000000128,160.00000000000014,160.00000000000014,109.99999999999943,189.99999999999773,140.00000000000057,150.00000000000213,139.99999999999702,160.00000000000014,160.00000000000014,140.00000000000057,187.75499999999923,162.2450000000022,129.999999999999,149.99999999999858
SP,VN1,4,VN2,189.9999999999995,189.9999999999995,200.00000000000108,199.9999999999993,199.9999999999993,180.00000000000148,169.99999999999994,189.9999999999995,189.9999999999995,190.00000000000128,179.99999999999972,209.9999999999991,169.99999999999994,200.00000000000108,169.99999999999994,189.9999999999995,179.99999999999972,169.99999999999994,169.99999999999994,150.00000000000034,150.00000000000034,179.99999999999795,170.0000000000017,149.99999999999858,147.84600000000125,202.15400000000017,149.99999999999858,150.00000000000213,160.00000000000014,129.999999999999,169.29700000000025,180.70300000000117,149.99999999999858,160.00000000000014,160.00000000000014,149.99999999999858,150.00000000000213,160.00000000000014,160.00000000000014,140.00000000000057,169.99999999999815,120.000000000001,153.26499999999754,176.73500000000075,130.00000000000256,159.9999999999966
SP,VN1,4,VA,200.00000000000108,189.9999999999995,189.9999999999995,190.00000000000128,199.9999999999993,179.99999999999972,200.00000000000108,179.99999999999972,189.9999999999995,189.9999999999995,190.00000000000128,189.9999999999995,199.9999999999993,190.00000000000128,189.9999999999995,179.99999999999972,169.99999999999994,140.00000000000057,160.00000000000014,149.99999999999858,160.00000000000014,219.99999999999886,170.0000000000017,140.00000000000057,169.99999999999815,160.00000000000014,140.00000000000057,190.00000000000128,169.99999999999815,130.00000000000256,179.99999999999972,140.00000000000057,159.9999999999966,160.00000000000014,180.00000000000327,139.99999999999702,160.00000000000014,109.99999999999943,180.00000000000327,149.99999999999858,149.99999999999858,150.00000000000213,119.99999999999744,180.00000000000327,189.99999999999773,140.00000000000057
SP,VN1,4,VC,180.00000000000148,219.99999999999886,160.00000000000014,230.00000000000043,209.9999999999991,170.0000000000017,189.9999999999995,189.9999999999995,199.9999999999993,180.00000000000148,209.9999999999991,169.99999999999994,189.9999999999995,186.53100000000046,173.46900000000076,169.99999999999994,189.9999999999995,179.99999999999972,190.00000000000128,139.9999999999988,179.99999999999972,160.00000000000014,160.00000000000014,170.0000000000017,169.99999999999815,140.00000000000057,140.00000000000057,120.000000000001,219.99999999999886,169.99999999999815,150.00000000000213,160.00000000000014,160.00000000000014,149.99999999999858,140.00000000000057,160.00000000000014,149.99999999999858,170.0000000000017,149.99999999999858,150.00000000000213,149.99999999999858,170.0000000000017,139.99999999999702,150.00000000000213,120.000000000001,179.99999999999972
SP,VN1,5,VN1,330.0000000000018,269.99999999999955,339.9999999999999,299.99999999999716,305.9410000000007,314.0590000000003,350.0000000000014,289.99999999999915,300.0000000000007,280.00000000000114,329.9999999999983,300.0000000000007,289.99999999999915,309.99999999999875,240.000000000002,320.0000000000003,259.999999999998,260.0000000000016,349.99999999999784,220.00000000000242,289.99999999999915,250.0,250.0,260.0000000000016,269.99999999999955,230.00000000000043,239.99999999999844,230.00000000000043,239.99999999999844,210.00000000000085,260.0000000000016,209.9999999999973,190.00000000000128,210.00000000000085,219.99999999999886,140.00000000000057,289.99999999999915,230.00000000000043,179.99999999999972,210.00000000000085,199.9999999999993,199.9999999999993,223.83200000000159,186.16799999999856,210.00000000000085,199.9999999999993
SP,VN1,5,VN2,270.00000000000136,320.0000000000003,369.99999999999744,289.99999999999915,330.0000000000018,320.0000000000003,301.7459999999978,318.25400000000315,309.99999999999875,280.00000000000114,320.0000000000003,289.99999999999915,300.0000000000007,269.99999999999955,320.0000000000003,279.9999999999976,269.99999999999955,280.00000000000114,269.99999999999955,269.99999999999955,290.00000000000273,250.0,250.0,239.99999999999844,210.00000000000085,279.9999999999976,260.0000000000016,230.00000000000043,230.00000000000043,210.00000000000085,239.99999999999844,230.00000000000043,250.0,210.00000000000085,199.9999999999993,189.99999999999773,200.00000000000284,219.99999999999886,210.00000000000085,210.00000000000085,169.99999999999815,219.99999999999886,200.00000000000284,209.9999999999973,210.00000000000085,199.9999999999993
SP,VN1,5,VA,329.9999999999983,263.28799999999933,346.7120000000001,370.000000000001,300.0000000000007,320.0000000000003,320.0000000000003,329.9999999999983,290.00000000000273,289.99999999999915,289.99999999999915,300.0000000000007,300.0000000000007,279.9999999999976,300.0000000000007,289.99999999999915,290.00000000000273,269.99999999999955,269.99999999999955,259.999999999998,300.0000000000007,260.0000000000016,259.999999999998,240.000000000002,239.99999999999844,230.00000000000043,210.00000000000085,269.99999999999955,179.99999999999972,280.00000000000114,230.00000000000043,209.9999999999973,210.00000000000085,219.99999999999886,210.00000000000085,230.00000000000043,160.00000000000014,260.0000000000016,179.99999999999972,199.9999999999993,210.00000000000085,219.99999999999886,190.00000000000128,199.9999999999993,210.00000000000085,179.99999999999972
SP,VN1,5,VC,279.9999999999994,289.99999999999915,270.0000000000031,399.9999999999986,339.9999999999999,309.99999999999875,310.0000000000023,329.9999999999983,320.0000000000003,289.99999999999915,300.0000000000007,280.00000000000114,289.99999999999915,289.99999999999915,280.00000000000114,280.00000000000114,289.99999999999915,280.00000000000114,279.9999999999976,269.99999999999955,260.0000000000016,300.0000000000007,239.99999999999844,219.99999999999886,280.00000000000114,240.000000000002,209.9999999999973,260.0000000000016,190.00000000000128,229.99999999999687,250.0,230.00000000000043,240.000000000002,199.9999999999993,210.00000000000085,199.9999999999993,199.9999999999993,230.00000000000043,199.9999999999993,210.00000000000085,210.00000000000085,189.99999999999773,200.00000000000284,229.99999999999687,190.00000000000128,210.00000000000085
